名称,地址,快充数量,慢充数量,支付方式,充电费,服务费,停车费,开放时间,链接,location,district,lng_wgs,lat_wgs
华悦家园,上海市徐汇区虹漕路19弄-华悦家园11号楼南侧地面车位；3号楼东侧地面车位。,0,14,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90314,"121.408920,31.165129",徐汇区,121.40427548211797,31.166997081489015
乐贤居,上海市闵行区北华路22弄,0,9,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90315,"121.332184,31.229106",闵行区,121.32763177087695,31.23102597887637
滨浦新苑八村,上海市闵行区浦瑞南路76号地下车库,0,7,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90316,"121.495178,31.063329",闵行区,121.49074353852338,31.065421022234162
共富二村二期,上海市宝山区共富二村300号（物业管理楼前车位）,0,4,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90317,"121.444284,31.339287",宝山区,121.43967000926591,31.341116704838072
浦江瑞和城柒街区,上海市闵行区汇舒路54弄3号楼东面地下车库,0,24,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90318,"121.518393,31.029449",闵行区,121.5140443080241,31.03162956311363
共富二村四期,上海市宝山区共富路156弄,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90319,"121.431450,31.349809",宝山区,121.42681104394026,31.351615028254386
高行绿洲一期,"上海市浦东新区白萱路99弄---小区30号楼东侧地库入口---地库220,222,224号车位。",0,11,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90320,"121.591296,31.330017",浦东新区,121.58708404161699,31.332177522436965
恒盛豪庭,上海市宝山区恒高路128弄,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90321,"121.470510,31.323044",宝山区,121.46596869680155,31.324939094103836
新江湾尚景园一期A区,上海市杨浦区江湾城国权北路1450弄,0,15,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90322,"121.500785,31.336067",杨浦区,121.49634760414932,31.33804492982243
新江湾尚景园一期B区,上海市杨浦区江湾城国权北路1450弄,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90323,"121.500785,31.336067",杨浦区,121.49634760414932,31.33804492982243
滨浦新苑七村B区,上海市闵行区浦雪南路369号地下车库,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90324,"121.494833,31.066535",闵行区,121.49039702788659,31.068624154917696
绿地云天坊,上海市松江区外婆泾路455弄-外婆泾路地下车库入口,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90325,"121.257874,31.116609",松江区,121.2534555206603,31.1186880427103
浦泾苑,上海市奉贤区定康路205弄浦泾苑---小区1号楼南侧地下车库-北侧,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90326,"121.504613,30.923365",奉贤区,121.50022432335584,30.925567638417366
聚缘北庭-地面-A区,上海市闵行区浦江镇浦航路36弄,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90327,"121.545959,31.044094",闵行区,121.54169532928529,31.046336789152075
聚缘北庭-地面-B区,上海市闵行区浦江镇浦航路36弄,0,9,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90328,"121.545959,31.044094",闵行区,121.54169532928529,31.046336789152075
聚缘南庭-地下,上海市闵行区浦江镇闵驰一路29弄-聚缘南庭9号楼地下车库ST30-ST32车位号。,0,2,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90329,"121.546162,31.039830",闵行区,121.54189922811216,31.042075703373822
聚缘南庭-地面,上海市闵行区浦江镇闵驰一路29弄,0,10,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90330,"121.546197,31.040064",闵行区,121.5419343026316,31.042309643482408
聚缘中庭-地面,上海市闵行区浦江镇闵驰一路50弄,0,10,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90331,"121.545515,31.041520",闵行区,121.54125034376092,31.043763310986325
小上海新城,"上海市浦东新区川周公路4318弄5幢12号楼南侧	
",0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90332,"121.579924,31.121920",浦东新区,121.57571984931667,31.12417046015345
滨浦新苑五村-地下A区,上海市闵行区浦雪南路366号地下车库.,0,13,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90333,"121.496511,31.066615",闵行区,121.49208105480415,31.068709142869597
滨浦新苑五村-地下B区,上海市闵行区浦雪南路366号地下车库,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90334,"121.496511,31.066615",闵行区,121.49208105480415,31.068709142869597
滨浦新苑七村A区,上海市闵行区浦雪南路369号地下车库,0,13,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90335,"121.494833,31.066535",闵行区,121.49039702788659,31.068624154917696
浦江瑞和城陆街区北,上海市闵行区鲁浩路160弄-10号楼北面入口地下车库东面64-71号停车位,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90336,"121.520191,31.031893",闵行区,121.51584830517055,31.03407726909674
金硕河畔东区,上海市闵行区浦连路388弄,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90337,"121.535922,31.055002",闵行区,121.53162858785353,31.057215021920015
浦江瑞和城陆街区南,上海市闵行区汇秋路16弄21号楼北侧地下车库,0,24,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90339,"121.522715,31.031369",闵行区,121.5183809548065,31.033560686842566
和丰苑,上海市普陀区交通路1517弄地下车库。,0,20,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90340,"121.444044,31.255911",普陀区,121.43943673768649,31.25777319416316
浦江瑞和城叁街区鲁宁路43弄,上海市闵行区鲁宁路43弄C区地下车库,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90342,"121.522563,31.020843",闵行区,121.51822931927482,31.023040412630223
浦江瑞和城叁街区汇臻路815弄,上海市闵行区汇臻路815弄1-35号地下车库E区,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90343,"121.525466,31.021395",闵行区,121.52114201850652,31.02360013248161
浦江瑞和城叁街区鲁宁路80弄,上海市闵行区鲁宁路80弄1-30号地下车库B区,0,8,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90344,"121.522840,31.020664",闵行区,121.51850727179746,31.022862291874834
永新城永新坊,上海市徐汇区辛耕路133号 。,0,7,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90345,"121.442545,31.192206",徐汇区,121.43794006571508,31.194095293486768
南部阳光翠庭,上海市松江区新松江路1111号,0,20,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90346,"121.214751,31.037841",松江区,121.21031996706552,31.039943760326082
万荣小区,上海市静安区彭越浦路800弄1号楼南侧地面停车场,0,20,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90348,"121.436317,31.284047",静安区,121.43169194476009,31.285884443117624
证一小区,上海市浦东新区巨峰路667弄停车场入口西侧东西两排新能源充电桩,0,24,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90349,"121.602928,31.280579",浦东新区,121.59872293766452,31.282758935475602
金海华城永华苑,上海市浦东新区龚华路35弄小区外停车场南面,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90350,"121.683939,31.270786",浦东新区,121.67962250040661,31.272855800600453
莘松三村,上海市闵行区莘沥路363弄,0,7,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90351,"121.370631,31.108988",闵行区,121.36601391732123,31.110905649189792
卓越时代公寓,上海市宝山区呼兰西路60号宝山卓越时代广场东南门旁停车位,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90352,"121.435808,31.337107",宝山区,121.43117741030505,31.338923454826016
海螺花园,上海市徐汇区宛平南路388弄-5号楼东侧,0,1,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90353,"121.446706,31.191055",徐汇区,121.44211029375411,31.192952500104397
池鑫苑,上海市浦东新区航头路1137弄-航头路西北门入口4号楼南侧新能源充电桩,0,10,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90354,"121.593255,31.032633",浦东新区,121.58906853131137,31.034940539806094
富鑫苑,上海市浦东新区航头路1257弄-小区5号楼南侧停车场,0,10,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90355,"121.590017,31.032418",浦东新区,121.58582887711393,31.034724804331695
海鑫苑,上海市浦东新区航头路1675号-小区28号楼北侧,0,11,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90356,"121.580000,31.030390",浦东新区,121.575803466688,31.032692336012392
聚鑫苑,上海市浦东新区航头路1027弄9号楼北侧,0,10,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90357,"121.595777,31.032539",浦东新区,121.59159147179206,31.034846940864917
双柏小区-117号楼北面,上海市闵行区剑川路100弄117号楼对面停车场,0,5,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90358,"121.472684,31.044434",闵行区,121.46817357142693,31.046472032924132
双柏小区-19号楼东面,上海市闵行区剑川路100弄19号楼东面墙壁,0,9,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90359,"121.472684,31.044434",闵行区,121.46817357142693,31.046472032924132
双柏小区-134号楼北面,上海市闵行区剑川路100弄-134号北面,0,9,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90360,"121.435402,31.032033",闵行区,121.43079716465287,31.033998225349045
双柏小区-126号楼北面,上海市闵行区剑川路100弄-126号楼北面停车场,0,5,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90361,"121.435402,31.032033",闵行区,121.43079716465287,31.033998225349045
听潮豪园,上海市浦东新区听潮南路46弄-东方听潮豪园东门门口北侧25号楼东面停车场,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90364,"121.740279,31.038288",浦东新区,121.73591751331172,31.04040721613684
共富二村三期,上海市宝山区联谊路350弄-83幢274号楼西侧停车场,0,7,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90365,"121.433351,31.345570",宝山区,121.42871546205083,31.347380007935005
绿波家园,上海市浦东新区三旋路506弄-小区11幢22-23号楼南面地库入口。,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90366,"121.601733,31.141809",浦东新区,121.59753942341129,31.1440553816062
平阳三街坊,上海市闵行区平阳路1375弄32号楼北面,0,20,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90367,"121.386640,31.134002",闵行区,121.3820029416191,31.135890796133356
恒盛豪庭二期,上海市宝山区恒高路128弄-9号楼西南侧停车场,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90368,"121.468706,31.325844",宝山区,121.46415877238641,31.327733321267395
信通浦皓园,上海市杨浦区兰州路1333弄5号楼西北方向停车场,0,4,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90369,"121.523026,31.271440",杨浦区,121.51867286546022,31.27350824957846
碧桂园玫瑰公馆,上海市金山区润兴路8弄30号-国网变电所东面地面停车位。,0,10,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90370,"121.080571,30.873110",金山区,121.07599599743098,30.875155964220387
天极盛宅花园,上海市宝山区富联路25弄-1幢/2幢楼南面停车位,0,9,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90371,"121.416119,31.352759",宝山区,121.41146209567296,31.354549358783743
新空间家园,上海市闵行区莘朱路633弄-小区7号楼南侧50-51号车位；19号楼北侧52-53号车位。,0,4,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90375,"121.394041,31.111107",闵行区,121.38940158284696,31.11300446237281
兴塔社区新苑小区管理委员会,上海市金山区兰兴路100弄-2216号北面停车场,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90376,"121.085216,30.876000",金山区,121.08063626968455,30.878041085168245
万科四季花城一期,上海市宝山区松兰路1068号-小区西门入口松兰路1168号北面,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90377,"121.443810,31.382783",宝山区,121.43919118856343,31.384597747888787
信达蓝庭,上海市宝山区潘新路255弄-小区北门国网变电所北面.,0,9,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90378,"121.331659,31.486187",宝山区,121.32708573205835,31.488024621204087
卓越世纪中心,上海市奉贤区望园南路1316弄-小区6号楼南区地库入口A19-A24号车位。,0,4,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90379,"121.490109,30.915501",奉贤区,121.48566892310718,30.91766480672547
虹梅景苑一街坊,上海市闵行区永德路700弄-43号楼南侧。,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90380,"121.453397,31.043281",闵行区,121.44883031183672,31.045272462350635
紫堤坊,上海市闵行区纪翟路99弄-小区20号楼北侧。,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=90381,"121.296447,31.206978",闵行区,121.29197375957412,31.20897281223358
